"study_id","clean_sci_name","taxa","intensity","system","feed_data_type","feed_soy","feed_crops","feed_fmfo","feed_animal","fcr_data_type","fcr","Country","iso3c","electric_data_type","Electricity_kwh","diesel_data_type","Diesel_L","petrol_data_type","Petrol_L","natgas_data_type","NaturalGas_L","yield_data_type","Yield_m2_per_t","edible_mean"
228,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.364,0.53,0.072,0.034,"data",2.99700411947433,"Vietnam","VNM","data",107.06278867053,"data",2.78658311253664,"data",0.0188490825124172,"data",0.0188490825124172,"data",40.525527401697,53.05298013
229,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.364,0.53,0.072,0.034,"data",2.99700411947433,"Vietnam","VNM","data",107.06278867053,"data",2.78658311253664,"data",0.0188490825124172,"data",0.0188490825124172,"data",40.525527401697,53.05298013
241,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.27,0.595,0.075,0.06,"data",2.63887155173841,"Indonesia","IDN","data",16.398701785803,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",367.557108992135,53.05298013
242,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.27,0.595,0.075,0.06,"data",2.63887155173841,"Indonesia","IDN","data",16.398701785803,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",367.557108992135,53.05298013
259,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.712269698157585,0.0102900823206586,0.0102900823206586,0.267150137201098,"data",3.18549494459851,"Vietnam","VNM","data",105.554862069536,"data",0.263887155173841,"data",0.0188490825124172,"data",0.0188490825124172,"data",32.6089127464817,53.05298013
260,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.712269698157585,0.0102900823206586,0.0102900823206586,0.267150137201098,"data",3.18549494459851,"Vietnam","VNM","data",105.554862069536,"data",0.263887155173841,"data",0.0188490825124172,"data",0.0188490825124172,"data",32.6089127464817,53.05298013
261,"Pangasianodon hypophthalmus","catfish","Intensive","Ponds","data",0.712269698157585,0.0102900823206586,0.0102900823206586,0.267150137201098,"data",3.18549494459851,"Vietnam","VNM","data",105.554862069536,"data",0.263887155173841,"data",0.0188490825124172,"data",0.0188490825124172,"data",32.6089127464817,53.05298013
14,"Pangasius spp","catfish","Intensive","Ponds","data",0.207838479809976,0.633313539192399,0.148456057007126,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",9.4245412562086,"data",0.0188490825124172,"data",0.0188490825124172,"data",15.4939458252069,53.05298013
15,"Pangasius spp","catfish","Intensive","Ponds","data",0.207838479809976,0.633313539192399,0.148456057007126,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",9.4245412562086,"data",0.0188490825124172,"data",0.0188490825124172,"data",15.4939458252069,53.05298013
16,"Pangasius spp","catfish","Intensive","Ponds","data",0.207838479809976,0.633313539192399,0.148456057007126,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",9.4245412562086,"data",0.0188490825124172,"data",0.0188490825124172,"data",15.4939458252069,53.05298013
17,"Pangasius spp","catfish","Intensive","Ponds","data",0.207838479809976,0.633313539192399,0.148456057007126,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",9.4245412562086,"data",0.0188490825124172,"data",0.0188490825124172,"data",15.4939458252069,53.05298013
18,"Pangasius spp","catfish","Intensive","Ponds","data",0.207838479809976,0.633313539192399,0.148456057007126,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",9.4245412562086,"data",0.0188490825124172,"data",0.0188490825124172,"data",15.4939458252069,53.05298013
56,"Pangasius spp","catfish","Intensive","Ponds","data",0.25,0.64,0.09,0.02,"data",2.82736237686258,"Vietnam","VNM","prediction",61.6103789791061,"prediction",2.41030273899832,"prediction",0.00590990405445473,"prediction",0.00579869989510725,"data",33.928348522351,53.05298013
57,"Pangasius spp","catfish","Intensive","Ponds","data",0.25,0.64,0.09,0.02,"data",2.82736237686258,"Vietnam","VNM","prediction",64.6963203426232,"prediction",2.6126844363032,"prediction",0.00604891385597149,"prediction",0.00601818629099054,"data",33.928348522351,53.05298013
58,"Pangasius spp","catfish","Intensive","Ponds","data",0.212094220110847,0.646278701504355,0.131235154394299,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",44.143050385886,53.05298013
59,"Pangasius spp","catfish","Intensive","Ponds","data",0.212094220110847,0.646278701504355,0.131235154394299,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",44.143050385886,53.05298013
60,"Pangasius spp","catfish","Intensive","Ponds","data",0.212094220110847,0.646278701504355,0.131235154394299,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",44.143050385886,53.05298013
61,"Pangasius spp","catfish","Intensive","Ponds","data",0.212094220110847,0.646278701504355,0.131235154394299,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",44.143050385886,53.05298013
62,"Pangasius spp","catfish","Intensive","Ponds","data",0.212094220110847,0.646278701504355,0.131235154394299,0.0103919239904988,"data",3.58132567735927,"Vietnam","VNM","data",77.2812383009105,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",44.143050385886,53.05298013
63,"Pangasius spp","catfish","Intensive","Ponds","data",0.34986144101346,0.569774346793349,0.069972288202692,0.0103919239904988,"data",0.376981650248344,"Vietnam","VNM","data",139.483210591887,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",5265.10684631732,53.05298013
64,"Pangasius spp","catfish","Intensive","Ponds","data",0.34986144101346,0.569774346793349,0.069972288202692,0.0103919239904988,"data",0.376981650248344,"Vietnam","VNM","data",139.483210591887,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",5265.10684631732,53.05298013
65,"Pangasius spp","catfish","Intensive","Ponds","data",0.34986144101346,0.569774346793349,0.069972288202692,0.0103919239904988,"data",0.376981650248344,"Vietnam","VNM","data",139.483210591887,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",5265.10684631732,53.05298013
66,"Pangasius spp","catfish","Intensive","Ponds","data",0.34986144101346,0.569774346793349,0.069972288202692,0.0103919239904988,"data",0.188490825124172,"Vietnam","VNM","data",148.907751848096,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",6283.02750351076,53.05298013
67,"Pangasius spp","catfish","Intensive","Ponds","data",0.34986144101346,0.569774346793349,0.069972288202692,0.0103919239904988,"data",0.188490825124172,"Vietnam","VNM","data",148.907751848096,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",6283.02750351076,53.05298013
68,"Pangasius spp","catfish","Intensive","Ponds","data",0.34986144101346,0.569774346793349,0.069972288202692,0.0103919239904988,"data",0.188490825124172,"Vietnam","VNM","data",148.907751848096,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",6283.02750351076,53.05298013
69,"Clarias gariepinus","catfish","Intensive","Recirculating and tanks","data",0.0899643705463183,0.319873317498021,0.579770387965162,0.0103919239904988,"data",1.50792660099338,"Netherlands","NLD","data",1.88490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"data",0.0188490825124172,"prediction",72.8608034454885,53.05298013
379,"Hypophthalmichthys molitrix","hypoph_carp","Imp. extensive","Ponds","data",0.102707474985285,0.876692171865803,0.0103001765744556,0.0103001765744556,"data",1.67561841041667,"China","CHN","data",547.415115439815,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",4072.36664421296,54
248,"Chanos chanos","milkfish","Intensive","Cages & pens","data",0.06,0.895,0.025,0.02,"data",2.78688524590164,"Indonesia","IDN","data",0.0163934426229508,"data",0.0163934426229508,"data",0.0163934426229508,"data",0.0163934426229508,"data",17.5081967213115,61
412,"Chanos chanos","milkfish","Intensive","Cages & pens","data",0.2,0.6,0.1,0.1,"data",3.11475409836066,"Philippines","PHL","data",0.0163934426229508,"data",7.97814207704918,"data",0.0163934426229508,"data",0.0163934426229508,"data",20.0359846229508,61
245,"Chanos chanos","milkfish","Semi-intensive","Ponds","data",0.06,0.895,0.025,0.02,"data",4.91803278688525,"Indonesia","IDN","data",0.0163934426229508,"data",0.0163934426229508,"data",0.0163934426229508,"data",0.0163934426229508,"data",10928.9617491803,61
246,"Chanos chanos","milkfish","Semi-intensive","Ponds","data",0.06,0.895,0.025,0.02,"data",2.73224043770492,"Indonesia","IDN","data",234.192037540984,"data",0.0163934426229508,"data",0.0163934426229508,"data",0.0163934426229508,"data",1951.60031147541,61
247,"Chanos chanos","milkfish","Semi-intensive","Ponds","data",0.06,0.895,0.025,0.02,"data",2.13114754098361,"Indonesia","IDN","data",1024.59016393443,"data",0.0163934426229508,"data",0.0163934426229508,"data",0.0163934426229508,"data",21857.9234918033,61
410,"Chanos chanos","milkfish","Semi-intensive","Ponds","data",0.2,0.6,0.1,0.1,"data",2.99180327868852,"Philippines","PHL","data",173.577627704918,"data",62.8736740655738,"data",0.0163934426229508,"data",0.0163934426229508,"data",1928.64030819672,61
411,"Chanos chanos","milkfish","Semi-intensive","Ponds","data",0.2,0.6,0.1,0.1,"data",0.614754098360656,"Philippines","PHL","data",0.0163934426229508,"data",75.5409836065574,"data",0.0163934426229508,"data",0.0163934426229508,"data",21857.9234918033,61
437,"Lates calcarifer","misc_diad","Intensive","Cages & pens","data",0.0103919239904988,0.383709422011085,0.302949326999208,0.302949326999208,"data",2.54462613917632,"Vietnam","VNM","prediction",1728.74649488026,"prediction",37.7558704925418,"prediction",0.687381950344141,"prediction",0.0433474500670598,"data",NA,53.05298013
21,"Salvelinus alpinus","misc_diad","Intensive","Recirculating and tanks","prediction",0.0115549686365137,0.449983492901948,0.328271156597337,0.210190381864202,"data",2.63887155173841,"Canada","CAN","data",42598.9264780629,"data",525.88940209644,"data",0.0188490825124172,"data",0.0188490825124172,"prediction",66.8609136866233,53.05298013
432,"Salvelinus alpinus","misc_diad","Intensive","Recirculating and tanks","data",0.0103919239904988,0.499703087885986,0.326603325415677,0.163301662707838,"data",2.26188990149006,"Canada","CAN","prediction",40108.2892712223,"prediction",513.868298019306,"prediction",0.0173210876665599,"prediction",0.0199396848510886,"prediction",69.375218003838,53.05298013
433,"Salvelinus alpinus","misc_diad","Intensive","Recirculating and tanks","data",0.0103919239904988,0.499703087885986,0.326603325415677,0.163301662707838,"data",2.26188990149006,"USA","USA","prediction",39504.9723088131,"prediction",534.825193250622,"prediction",0.0165606580402485,"prediction",0.0184541655343165,"prediction",68.0238775556594,53.05298013
434,"Anoplopoma fimbria","misc_marine","Intensive","Cages & pens","data",0.0102860501567398,0.332974137931034,0.646453761755486,0.0102860501567398,"data",2.74509803921569,"Canada","CAN","prediction",120.122306740368,"prediction",0.898469807316919,"prediction",354.763976462638,"prediction",0.0241520287138314,"data",NA,51
11,"Dicentrarchus labrax","misc_marine","Intensive","Cages & pens","data",0.156259277585354,0.312518555170708,0.520831271647699,0.0103908955962395,"data",3.52941176470588,"Greece","GRC","prediction",123.759001511606,"prediction",0.918017410657319,"prediction",367.403523285175,"prediction",0.0238504610657437,"data",NA,51
72,"Dicentrarchus labrax","misc_marine","Intensive","Cages & pens","data",0.149940617577197,0.179928741092637,0.659738717339667,0.0103919239904988,"data",3.72549019607843,"Tunisia","TUN","prediction",115.266650412016,"prediction",0.870836294900492,"prediction",379.823185026806,"prediction",0.022689337529555,"data",NA,51
252,"Epinephelus spp","misc_marine","Intensive","Cages & pens","data",0.0741074107410741,0.444444444444444,0.444444444444444,0.037003700370037,"data",6.70196078431373,"Indonesia","IDN","data",0.0196078431372549,"data",0.0196078431372549,"data",3848.26827843137,"data",0.0196078431372549,"data",NA,51
253,"Epinephelus spp","misc_marine","Intensive","Cages & pens","data",0.0741074107410741,0.444444444444444,0.444444444444444,0.037003700370037,"data",6.70196078431373,"Indonesia","IDN","data",0.0196078431372549,"data",0.0196078431372549,"data",3848.26827843137,"data",0.0196078431372549,"data",NA,51
431,"Seriola rivoliana","misc_marine","Intensive","Cages & pens","data",0.0102860501567398,0.450137147335423,0.529290752351097,0.0102860501567398,"data",2.74509803921569,"USA","USA","prediction",125.447241163512,"prediction",0.921167221731146,"prediction",382.322385173635,"prediction",0.0238843645528009,"data",NA,51
70,"Sparus aurata","misc_marine","Intensive","Cages & pens","data",0.169932699920823,0.15993665874901,0.659738717339667,0.0103919239904988,"data",3.72549019607843,"Tunisia","TUN","prediction",125.811575034787,"prediction",0.849345741314672,"prediction",359.503845842498,"prediction",0.0220393114131821,"data",NA,51
71,"Sparus aurata","misc_marine","Intensive","Cages & pens","data",0.236638954869359,0.45180126682502,0.301167854315123,0.0103919239904988,"data",3.92156862745098,"Spain","ESP","prediction",119.004105164258,"prediction",0.892141868699759,"prediction",368.171629902495,"prediction",0.0241601773304014,"data",NA,51
12,"Dicentrarchus labrax","misc_marine","Intensive","Recirculating and tanks","prediction",0.0994948385679772,0.359762793762354,0.529211508895234,0.0115308587744344,"data",3.33333333333333,"Tunisia","TUN","prediction",2968.91223259166,"prediction",11.9903534213661,"prediction",9.17101958193272,"prediction",0.0101912754734031,"data",96.6666666666667,51
13,"Dicentrarchus labrax","misc_marine","Intensive","Recirculating and tanks","prediction",0.0998571899373833,0.357574426013402,0.531033725145556,0.0115346589036581,"data",4.11764705882353,"Tunisia","TUN","prediction",2813.60716670766,"prediction",12.8130942679773,"prediction",9.39616620952431,"prediction",0.0103356696220562,"data",77.4509803921569,51
19,"Scophthalmidae","misc_marine","Intensive","Recirculating and tanks","data",0.0978820269200317,0.185570071258907,0.706155977830562,0.0103919239904988,"data",2.35294117647059,"France","FRA","prediction",2800.77469029313,"prediction",12.5707168356715,"prediction",9.0366137582931,"prediction",0.00997964092113187,"prediction",39.30967572752,51
20,"Scophthalmidae","misc_marine","Intensive","Recirculating and tanks","data",0.2366,0.2581,0.3763,0.129,"data",3.13725490196078,"Spain","ESP","data",10190.1960784314,"data",1.96078431372549,"data",0.0196078431372549,"data",0.0196078431372549,"prediction",39.964306582325,51
50,"Cynoscion spp","misc_marine","Semi-intensive","Ponds","prediction",0.0573859917084879,0.632009600698233,0.299149029020292,0.0114553785729871,"data",2.15686274509804,"Brazil","BRA","data",2670.58823529412,"data",0.0196078431372549,"data",0.0196078431372549,"data",0.0196078431372549,"data",1695.58486647059,51
51,"Cynoscion spp","misc_marine","Semi-intensive","Ponds","prediction",0.0589771490750816,0.62557127312296,0.304026115342764,0.0114254624591948,"data",2.15686274509804,"Brazil","BRA","data",2670.58823529412,"data",0.0196078431372549,"data",0.0196078431372549,"data",0.0196078431372549,"data",1695.58486647059,51
52,"Cynoscion spp","misc_marine","Semi-intensive","Ponds","data",0.350455265241489,0.577296120348377,0.0618566904196358,0.0103919239904988,"data",3.33333333333333,"Peru","PER","data",0.0196078431372549,"data",21.5686274509804,"data",0.0196078431372549,"data",0.0196078431372549,"data",1960.78431372549,51
53,"Cynoscion spp","misc_marine","Semi-intensive","Ponds","data",0.350455265241489,0.577296120348377,0.0618566904196358,0.0103919239904988,"data",3.33333333333333,"Peru","PER","data",0.0196078431372549,"data",21.5686274509804,"data",0.0196078431372549,"data",0.0196078431372549,"data",1960.78431372549,51
333,"Ctenopharyngodon idella","oth_carp","Extensive","Ponds","data",0.0101823118696664,0.969453064391001,0.0101823118696664,0.0101823118696664,"data",10.1010101018519,"China","CHN","data",1683.50168351852,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",4484.84848518518,54
237,"Cyprinus carpio","oth_carp","Intensive","Cages & pens","data",0.26,0.445,0.115,0.18,"data",3.35185185185185,"Indonesia","IDN","data",953.703703703704,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",NA,54
238,"Cyprinus carpio","oth_carp","Intensive","Cages & pens","data",0.26,0.445,0.115,0.18,"data",3.35185185185185,"Indonesia","IDN","data",953.703703703704,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",NA,54
234,"Cyprinus carpio","oth_carp","Intensive","Ponds","data",0.26,0.445,0.115,0.18,"data",3.2962962962963,"Indonesia","IDN","data",688.888888888889,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",60.5555555555556,54
235,"Cyprinus carpio","oth_carp","Intensive","Ponds","data",0.26,0.445,0.115,0.18,"data",3.2962962962963,"Indonesia","IDN","data",688.888888888889,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",60.5555555555556,54
236,"Cyprinus carpio","oth_carp","Intensive","Ponds","data",0.26,0.445,0.115,0.18,"data",3.2962962962963,"Indonesia","IDN","data",688.888888888889,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",60.5555555555556,54
308,"Cyprinidae","oth_carp","Intensive","Recirculating and tanks","data",0.145,0.785,0.022,0.048,"prediction",2.89985045664454,"China","CHN","data",25000,"data",0.0185185185185185,"data",0.0185185185185185,"data",0.0185185185185185,"data",61.7283950555556,54
283,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",452.67260091923,"prediction",0.130010842378101,"prediction",0.607569755464657,"prediction",0.011663874443065,"data",NA,54
284,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",448.187219860314,"prediction",0.133689481977265,"prediction",0.580509694269867,"prediction",0.0114918615479578,"data",NA,54
285,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",447.711863782539,"prediction",0.126225050251339,"prediction",0.585227985217495,"prediction",0.0116243567579886,"data",NA,54
286,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",460.155390083215,"prediction",0.129785128582493,"prediction",0.579316331423312,"prediction",0.0113613646701687,"data",NA,54
287,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",462.431782437283,"prediction",0.128291670314678,"prediction",0.589980267560717,"prediction",0.0111805393664587,"data",NA,54
288,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",447.039780891057,"prediction",0.130812051567967,"prediction",0.575146853846754,"prediction",0.0118177554559326,"data",NA,54
289,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",449.657748149482,"prediction",0.127269143526665,"prediction",0.582183003823408,"prediction",0.0106290255913252,"data",NA,54
290,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",449.479174425052,"prediction",0.129846508565448,"prediction",0.594342004157313,"prediction",0.0111610283206751,"data",NA,54
291,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",457.150573399408,"prediction",0.135264409363444,"prediction",0.581098900147992,"prediction",0.0105667645058942,"data",NA,54
292,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",446.548667965867,"prediction",0.130675264802884,"prediction",0.622902906761253,"prediction",0.012212652973782,"data",NA,54
293,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",462.374703283757,"prediction",0.131447074925943,"prediction",0.578921842709279,"prediction",0.0111470943260889,"data",NA,54
294,"Cyprinidae","oth_carp","Semi-intensive","Cages & pens","data",0.1101,0.8145,0.0396,0.0358,"data",2.15444444444444,"China","CHN","prediction",451.517024357345,"prediction",0.130402177735449,"prediction",0.63567951052594,"prediction",0.0112208383501257,"data",NA,54
